record_id_ferc1,record_id_eia,signature_1,signature_2,notes
f1_steam_2019_12_56_1_3,61051_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_4_3,61052_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_4_1,61768_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_2_3,613_1970_2019_plant_operating_year_total_6452,,AS,net gen off but cap good and record consistent with other years
f1_steam_2019_12_56_4_4,60014_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_56_4_2,61766_2019_plant_total_6452,EB,SW,Override SB decision to include record that is not true dupe
f1_steam_2019_12_56_3_4,61767_2019_plant_total_6452,EB,SW,Changed from SB to use non-false dupe record.
f1_steam_2019_12_56_7_1,61763_2019_plant_total_6452,EB,SW,
f1_steam_2019_12_62_1_2,6257_2019_plant_owned_7801,EB,SW,seems like 2018
f1_steam_2019_12_62_0_3,643_3_2019_plant_unit_total_7801,EB,SW,
f1_steam_2019_12_56_0_3,6257_2019_plant_owned_6452,,SW,
f1_steam_2019_12_56_5_1,6043_1994_2019_plant_operating_year_total_6452,SW,AS,"net gen close, cap and year good"
f1_steam_2019_12_56_4_5,6042_3_2019_plant_unit_total_6452,EB,SW,
f1_steam_2019_12_56_5_4,6043_3_2019_plant_unit_total_6452,SW,AS,net gen and cap off but consistent with other years
f1_steam_2019_12_56_7_2,621_5_2019_plant_unit_total_6452,EB,SW,Steve changed from “621_2019_plant_total_6452”
f1_steam_2019_12_56_2_4,612_1_2019_plant_unit_total_6452,EB,SW,
f1_steam_2019_12_56_5_5,60345_2019_plant_total_6452,EB,SW,closest capacity. changed from SW choice to same record without ownership dupe.
f1_steam_2019_12_56_0_1,6045_2019_plant_owned_6452,SW,,"capacity matches total, the generation is closer to owned"
f1_steam_2020_12_56_1_1,609_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_62_0_1,641_2020_plant_total_7801,SW,EB,better matched capacity and gen
f1_steam_2020_12_62_0_5,6073_2020_plant_owned_7801,SW,EB,
f1_steam_2020_12_56_2_2,56929_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_2_5,612_petroleum_liquids_2020_plant_technology_total_6452,SW,EB,
f1_steam_2020_12_56_3_1,612_natural_gas_fired_combustion_turbine_2020_plant_technology_total_6452,SW,EB,
f1_steam_2020_12_56_2_4,612_1_2020_plant_unit_total_6452,SW,EB,
f1_steam_2020_12_56_4_5,6042_3_2020_plant_unit_total_6452,SW,EB,
f1_steam_2020_12_56_0_4,6042_st_2020_plant_prime_mover_total_6452,SW,EB,
f1_steam_2020_12_56_5_1,6043_1994_2020_plant_operating_year_total_6452,SW,AS,
f1_steam_2020_12_56_6_3,619_2020_plant_total_6452,SW,EB,"EB changed from plant_owned to plant_total, same data, cap and net gen and inst year match."
f1_steam_2020_12_56_6_4,620_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_62_1_1,6257_2020_plant_owned_7801,SW,EB,
f1_steam_2020_12_56_0_3,6257_2020_plant_owned_6452,SW,,
f1_steam_2020_12_56_6_5,56930_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_0_1,6045_2020_plant_owned_6452,SW,,"capacity matches total, the generation is closer to owned"
f1_steam_2020_12_62_0_2,643_gt_2020_plant_prime_mover_total_7801,SW,EB,
f1_steam_2020_12_62_0_3,643_3_2020_plant_unit_total_7801,SW,AS,cap off but net gen spot on
f1_steam_2020_12_56_0_2,621_st_2020_plant_prime_mover_total_6452,SW,EB,
f1_steam_2020_12_56_8_1,62634_2020_plant_total_6452,SW,EB,"This matches installation year, name, and capacity, but net gen is further than “59993_pv_2020_plant_prime_mover_total_6452"""
f1_steam_2020_12_56_1_5,60061_pv_2020_plant_prime_mover_total_6452,SW,EB,
f1_steam_2020_12_56_3_5,61020_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_3_3,61021_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_2_1,61022_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_3_2,61024_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_1_4,61029_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_6_1,61050_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_1_3,61051_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_4_3,61052_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_7_1,61763_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_4_2,61766_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_3_4,61767_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_4_1,61768_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_9_3,62206_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_8_5,62394_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_9_2,62490_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_9_4,62491_2020_plant_total_6452,SW,,This isn’t the plant that the PUDL ID matches to?
f1_steam_2020_12_56_9_5,62493_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_8_2,62631_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_8_3,62632_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_9_1,62633_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_8_4,62645_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_10_3,62914_2020_plant_total_6452,SW,EB,Gen is off.
f1_steam_2020_12_56_10_4,62916_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_10_1,62922_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_10_5,62923_2020_plant_total_6452,SW,EB,
f1_steam_2020_12_56_10_2,62925_2020_plant_total_6452,SW,EB,
f1_gnrt_plant_2019_12_134_0_32,55607_2019_plant_total_14354,,AS,ferc mwh vs kwh issue in net gen
f1_gnrt_plant_2018_12_134_0_42,57040_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_42,57040_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_15,3035_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_17,3659_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_20,3041_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_3,6484_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_10,987_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_46,58150_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_8,3651_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_7,296_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_5,3024_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_6,3025_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_210_0_1,899_hy_2018_plant_prime_mover_total_12341,,AS,ferc forgot to add decimals for net generation
f1_gnrt_plant_2018_12_134_0_13,3032_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_21,3661_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_4,6459_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_12,3656_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_157_0_2,6510_2018_plant_total_17166,,AS,
f1_gnrt_plant_2018_12_134_0_2,825_2018_plant_total_14354,,AS,ferc decimal problem with net gen
f1_gnrt_plant_2018_12_134_0_14,3034_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_108_0_5,57684_2018_plant_total_13407,,AS,
f1_hydro_2018_12_134_1_1,3026_2018_plant_total_14354,GT,AS,
f1_hydro_2018_12_134_3_3,3037_2018_plant_total_14354,GT,AS,
f1_hydro_2018_12_134_3_2,831_2018_plant_total_14354,GT,AS,
f1_hydro_2018_12_134_0_3,3020_2018_plant_total_14354,JER,AS,
f1_gnrt_plant_2018_12_108_0_7,59919_2018_plant_total_13407,,AS,
f1_hydro_2018_12_134_1_3,297_2018_plant_total_14354,GT,AS,
f1_hydro_2018_12_134_3_1,3036_2018_plant_total_14354,GT,AS,
f1_gnrt_plant_2018_12_134_0_41,56843_2_2018_plant_gen_total_14354,,AS,
f1_hydro_2018_12_134_0_1,294_2018_plant_total_14354,GT,AS,
f1_hydro_2018_12_134_0_4,3021_2018_plant_total_14354,JER,AS,
f1_hydro_2018_12_134_0_2,295_2018_plant_total_14354,GT,AS,
f1_gnrt_plant_2018_12_134_0_43,57039_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_hydro_2018_12_134_0_5,3646_2018_plant_total_14354,GT,AS,
f1_hydro_2018_12_134_2_4,829_2018_plant_total_14354,GT,AS,
f1_hydro_2018_12_134_1_5,3029_2018_plant_total_14354,GT,AS,
f1_hydro_2018_12_134_2_5,3033_2018_plant_total_14354,GT,AS,
f1_gnrt_plant_2018_12_134_0_32,55607_2018_plant_owned_14354,,AS,ferc mwh vs kwh issue in net gen
f1_hydro_2018_12_134_1_2,827_2018_plant_total_14354,GT,AS,
f1_steam_2018_12_210_2_1,1097_2018_plant_total_12341,,AS,
f1_steam_2018_12_134_3_1,299_2018_plant_total_14354,JER,AS,retire in suffix of original record match--should that be in override too?
f1_hydro_2018_12_134_2_1,6421_2018_plant_total_14354,GT,AS,
f1_gnrt_plant_2018_12_134_0_34,56841_2009_2018_plant_operating_year_total_14354,,AS,
f1_hydro_2018_12_134_2_3,3040_2018_plant_total_14354,GT,AS,
f1_gnrt_plant_2018_12_134_0_39,56466_2008_2018_plant_operating_year_total_14354,,AS,ferc forgot to put decimals in their net generation value
f1_steam_2018_12_210_2_2,899_gt_2018_plant_prime_mover_total_12341,GT,AS,
f1_steam_2018_12_210_2_3,1079_2018_plant_total_12341,,AS,
f1_steam_2018_12_108_1_1,2322_1973_2018_plant_operating_year_total_13407,,AS,
f1_gnrt_plant_2018_12_210_0_25,56677_2018_plant_total_12341,,AS,ferc mwh vs. kwh issue in net gen
f1_steam_2018_12_134_0_5,525_2018_plant_owned_14354,JER,AS,
f1_steam_2018_12_108_0_2,7082_2006_2018_plant_operating_year_total_13407,,AS,could be mixed with other generator
f1_gnrt_plant_2018_12_210_2_1,61911_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_36,56666_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_hydro_2018_12_134_1_4,3028_2018_plant_total_14354,JER,AS,
f1_gnrt_plant_2018_12_134_0_33,56841_2008_2018_plant_operating_year_total_14354,,AS,
f1_gnrt_plant_2018_12_134_0_35,56842_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_40,56843_1_2018_plant_gen_total_14354,,AS,capacity was 99 in 2007 in EIA then went up
f1_gnrt_plant_2018_12_134_0_37,56360_2018_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_210_1_2,57875_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_steam_2018_12_108_2_1,7082_1995_2018_plant_operating_year_total_13407,,AS,could be mixed with other generator
f1_gnrt_plant_2018_12_210_2_5,61077_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_210_0_15,56379_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_134_0_31,57299_2018_plant_total_14354,,AS,ferc mwh vs. kwh issue with net gen
f1_gnrt_plant_2018_12_210_0_41,57500_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_210_1_11,58885_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_steam_2018_12_157_0_4,2336_2_2018_plant_unit_total_17166,,AS,
f1_steam_2018_12_157_1_1,2336_1996_2018_plant_operating_year_total_17166,,AS,poor generation match
f1_steam_2018_12_210_1_2,1084_2018_plant_total_12341,,AS,
f1_hydro_2018_12_134_3_5,3852_2018_plant_total_14354,GT,AS,
f1_hydro_2018_12_134_2_2,3847_2018_plant_total_14354,GT,AS,
f1_steam_2018_12_210_1_1,1081_2018_plant_total_12341,,AS,
f1_steam_2018_12_134_2_3,6101_2018_plant_owned_14354,JER,AS,"capacity increase in 2014 in EIA doesn't show up in FERC, also FERC capacity dips weirdly low this year"
f1_gnrt_plant_2018_12_134_0_38,56466_2007_2018_plant_operating_year_total_14354,,AS,ferc forgot to put decimals in their net generation value
f1_gnrt_plant_2018_12_210_1_14,58886_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_210_0_32,56809_2018_plant_total_12341,,AS,ferc mwh vs. kwh issue in net gen
f1_gnrt_plant_2018_12_210_1_5,57874_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_210_0_35,56811_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_210_1_20,59637_2018_plant_total_12341,,AS,FERC mwh vs. kwh issue in net gen
f1_steam_2018_12_134_0_2,6076_2018_plant_owned_14354,JER,AS,"using plant_owned means we lose installation year, or can that be added to the MUL?"
f1_steam_2018_12_210_1_3,8029_2018_plant_total_12341,GT,AS,
f1_gnrt_plant_2018_12_210_1_32,60873_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_steam_2018_12_134_0_3,6021_2018_plant_owned_14354,JER,AS,
f1_gnrt_plant_2018_12_210_0_29,56810_2018_plant_total_12341,,AS,
f1_gnrt_plant_2018_12_210_0_7,56251_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_steam_2018_12_210_1_4,7145_2018_plant_total_12341,GT,AS,
f1_steam_2018_12_134_3_3,3648_gt_2018_plant_prime_mover_total_14354,JER,AS,capacity increase in 2014 in EIA doesn't show up in FERC
f1_gnrt_plant_2018_12_210_1_42,62133_2018_plant_total_12341,,AS,net gen off; ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_210_0_44,57873_2018_plant_total_12341,,AS,ferc mwh vs. kwh issue with net gen
f1_gnrt_plant_2018_12_210_0_11,56252_2018_plant_total_12341,,AS,ferc mwh vs. kwh issue in net gen
f1_steam_2018_12_108_0_4,4941_2018_plant_owned_13407,,AS,capacity a little off but seems like nbd
f1_steam_2018_12_157_0_1,2330_2018_plant_total_17166,GT,AS,
f1_hydro_2018_12_134_3_4,3850_2018_plant_total_14354,GT,AS,
f1_gnrt_plant_2018_12_210_1_39,62132_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_210_1_28,60326_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_210_1_8,58884_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_steam_2018_12_134_2_4,3648_st_2018_plant_prime_mover_total_14354,JER,AS,capacity increase in 2014 in EIA doesn't show up in FERC
f1_steam_2018_12_210_1_5,6063_2018_plant_total_12341,GT,AS,
f1_steam_2018_12_134_2_5,54761_2018_plant_owned_14354,,AS,"tricky: capacity if off by a little, but generation matches pretty well for plant_owned"
f1_steam_2018_12_210_0_3,7343_2018_plant_owned_12341,GT,AS,
f1_steam_2018_12_157_0_2,8224_2018_plant_owned_17166,,AS,
f1_gnrt_plant_2018_12_210_0_21,56501_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_steam_2018_12_108_1_3,54854_2018_plant_total_13407,,AS,
f1_steam_2018_12_134_1_2,6165_2_2018_plant_unit_owned_14354,JER,AS,"could be gen or unit, I chose unit because it's not a false granularity"
f1_gnrt_plant_2018_12_210_1_24,60342_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2018_12_210_1_35,61079_2018_plant_total_12341,,AS,net gen pretty off; ferc mwh vs kwh issue with net gen
f1_steam_2018_12_108_0_1,10761_2018_plant_total_13407,GT,AS,
f1_steam_2018_12_134_0_1,113_2018_plant_total_14354,JER,AS,"MUL subset doesn't include generators owned by other owners. I think it's weird to use the eia record for the plant because of that, so switched to the generator even though it's a false "
f1_steam_2018_12_210_0_4,6254_2018_plant_owned_12341,,AS,capacity increase in 2015 in FERC doesn't show up in EIA
f1_steam_2018_12_210_0_2,1091_2018_plant_owned_12341,GT,AS,
f1_gnrt_plant_2018_12_210_0_38,57501_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_steam_2018_12_134_1_1,6165_1_2018_plant_unit_owned_14354,JER,AS,
f1_steam_2018_12_134_1_3,6165_3_2018_plant_unit_total_14354,JER,AS,unit or gen?
f1_gnrt_plant_2018_12_210_1_17,58883_2018_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_steam_2018_12_210_2_4,880_2018_plant_owned_12341,GT,AS,
f1_steam_2018_12_108_1_5,2322_ct_2018_plant_prime_mover_total_13407,GT,AS,
f1_steam_2018_12_210_3_1,1082_4_2018_plant_unit_owned_12341,GT,AS,
f1_steam_2018_12_108_3_2,7082_1_2018_plant_unit_total_13407,,AS,"adding the values of 5,6,7 get 557 which is really close to this!"
f1_steam_2018_12_134_3_4,56102_2018_plant_total_14354,JER,AS,capacity increase in EIA in 2014 for all generators doesn't show in FERC
f1_steam_2018_12_210_0_1,1082_3_2018_plant_unit_owned_12341,GT,AS,
f1_steam_2018_12_210_2_5,7985_2018_plant_total_12341,GT,AS,
f1_steam_2018_12_134_3_5,56237_1_2018_plant_unit_total_14354,JER,AS,"Capacity doesnt match, but both sub-units went up in 2014 and the EIA capacity is the sum of the same two units as before"
f1_steam_2018_12_134_3_2,55662_2018_plant_total_14354,JER,AS,EIA capacity increased in 2014 but FERC capacity stayed the same
f1_steam_2018_12_157_1_2,2336_1_2018_plant_unit_total_17166,GT,AS,
f1_steam_2018_12_134_4_1,56237_2_2018_plant_unit_total_14354,JER,AS,655 capacity associated with NG in 2013 but not match in 2014 as NG goes up from 655 to 1385. Not sure what this should be.
f1_steam_2018_12_108_0_5,55841_2018_plant_total_13407,GT,AS,
f1_steam_2018_12_108_3_1,55687_2018_plant_total_13407,GT,AS,
f1_steam_2018_12_134_2_2,4162_2018_plant_total_14354,JER,AS,
f1_steam_2018_12_210_0_5,6664_2018_plant_owned_12341,GT,AS,
f1_steam_2018_12_134_0_4,4158_2018_plant_total_14354,JER,AS,capacity increase in 2014 in EIA doesn't show up in FERC
f1_steam_2018_12_134_1_5,8069_2018_plant_total_14354,JER,AS,Huntington 1 capacity went up in 2014 in EIA doesn’t show up in FERC
f1_steam_2018_12_134_1_4,6165_2018_plant_owned_14354,JER,AS,capacity change in 2014 in EIA doesn't show up in FERC
f1_steam_2018_12_108_2_2,55322_2018_plant_total_13407,GT,AS,
f1_steam_2018_12_134_2_1,8066_2018_plant_owned_14354,JER,AS,
f1_gnrt_plant_2019_12_134_0_15,3035_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_17,3659_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_20,3041_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_3,6484_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_10,987_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_46,58150_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_8,3651_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_7,296_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_5,3024_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_6,3025_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_210_0_1,899_hy_2019_plant_prime_mover_total_12341,,AS,ferc forgot to add decimals for net generation
f1_gnrt_plant_2019_12_134_0_13,3032_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_21,3661_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_4,6459_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_12,3656_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_157_0_2,6510_2019_plant_total_17166,,AS,
f1_gnrt_plant_2019_12_134_0_2,825_2019_plant_total_14354,,AS,ferc decimal problem with net gen
f1_gnrt_plant_2019_12_134_0_14,3034_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_108_0_5,57684_2019_plant_total_13407,,AS,
f1_hydro_2019_12_134_1_1,3026_2019_plant_total_14354,GT,AS,
f1_hydro_2019_12_134_3_3,3037_2019_plant_total_14354,GT,AS,
f1_hydro_2019_12_134_3_2,831_2019_plant_total_14354,GT,AS,
f1_hydro_2019_12_134_0_3,3020_2019_plant_total_14354,JER,AS,
f1_gnrt_plant_2019_12_108_0_7,59919_2019_plant_total_13407,,AS,
f1_hydro_2019_12_134_1_3,297_2019_plant_total_14354,GT,AS,
f1_hydro_2019_12_134_3_1,3036_2019_plant_total_14354,GT,AS,
f1_gnrt_plant_2019_12_134_0_41,56843_2_2019_plant_gen_total_14354,,AS,
f1_hydro_2019_12_134_0_1,294_2019_plant_total_14354,GT,AS,
f1_hydro_2019_12_134_0_4,3021_2019_plant_total_14354,JER,AS,
f1_hydro_2019_12_134_0_2,295_2019_plant_total_14354,GT,AS,
f1_gnrt_plant_2019_12_134_0_43,57039_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_hydro_2019_12_134_0_5,3646_2019_plant_total_14354,GT,AS,
f1_hydro_2019_12_134_2_4,829_2019_plant_total_14354,GT,AS,
f1_hydro_2019_12_134_1_5,3029_2019_plant_total_14354,GT,AS,
f1_hydro_2019_12_134_2_5,3033_2019_plant_total_14354,GT,AS,
f1_hydro_2019_12_134_1_2,827_2019_plant_total_14354,GT,AS,
f1_steam_2019_12_210_2_1,1097_2019_plant_total_12341,,AS,
f1_steam_2019_12_134_3_1,299_2019_plant_total_14354,JER,AS,retire in suffix of original record match--should that be in override too?
f1_hydro_2019_12_134_2_1,6421_2019_plant_total_14354,GT,AS,
f1_gnrt_plant_2019_12_134_0_34,56841_2009_2019_plant_operating_year_total_14354,,AS,
f1_hydro_2019_12_134_2_3,3040_2019_plant_total_14354,GT,AS,
f1_gnrt_plant_2019_12_134_0_39,56466_2008_2019_plant_operating_year_total_14354,,AS,ferc forgot to put decimals in their net generation value
f1_steam_2019_12_210_2_2,899_gt_2019_plant_prime_mover_total_12341,GT,AS,
f1_steam_2019_12_210_2_3,1079_2019_plant_total_12341,,AS,
f1_steam_2019_12_108_1_1,2322_1973_2019_plant_operating_year_total_13407,,AS,
f1_gnrt_plant_2019_12_210_0_25,56677_2019_plant_total_12341,,AS,ferc mwh vs. kwh issue in net gen
f1_steam_2019_12_134_0_5,525_2019_plant_owned_14354,JER,AS,
f1_steam_2019_12_108_0_2,7082_2006_2019_plant_operating_year_total_13407,,AS,could be mixed with other generator
f1_gnrt_plant_2019_12_210_2_1,61911_2019_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_36,56666_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_hydro_2019_12_134_1_4,3028_2019_plant_total_14354,JER,AS,
f1_gnrt_plant_2019_12_134_0_33,56841_2008_2019_plant_operating_year_total_14354,,AS,
f1_gnrt_plant_2019_12_134_0_35,56842_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_40,56843_1_2019_plant_gen_total_14354,,AS,capacity was 99 in 2007 in EIA then went up
f1_gnrt_plant_2019_12_134_0_37,56360_2019_plant_total_14354,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_210_1_1,57875_2019_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_steam_2019_12_108_2_1,7082_1995_2019_plant_operating_year_total_13407,,AS,could be mixed with other generator
f1_gnrt_plant_2019_12_210_0_15,56379_2019_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_134_0_31,57299_2019_plant_total_14354,,AS,ferc mwh vs. kwh issue with net gen
f1_gnrt_plant_2019_12_210_0_42,57500_2019_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_210_1_10,58885_2019_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_steam_2019_12_157_0_4,2336_2_2019_plant_unit_total_17166,,AS,
f1_steam_2019_12_157_1_1,2336_1996_2019_plant_operating_year_total_17166,,AS,poor generation match
f1_steam_2019_12_210_1_2,1084_2019_plant_total_12341,,AS,
f1_hydro_2019_12_134_3_5,3852_2019_plant_total_14354,GT,AS,
f1_hydro_2019_12_134_2_2,3847_2019_plant_total_14354,GT,AS,
f1_steam_2019_12_210_1_1,1081_2019_plant_total_12341,,AS,
f1_gnrt_plant_2019_12_134_0_38,56466_2007_2019_plant_operating_year_total_14354,,AS,ferc forgot to put decimals in their net generation value
f1_gnrt_plant_2019_12_210_1_13,58886_2019_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_210_1_4,57874_2019_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_210_1_19,59637_2019_plant_total_12341,,AS,FERC mwh vs. kwh issue in net gen
f1_steam_2019_12_134_0_2,6076_2019_plant_owned_14354,JER,AS,"using plant_owned means we lose installation year, or can that be added to the MUL?"
f1_steam_2019_12_210_1_3,8029_2019_plant_total_12341,,AS,
f1_gnrt_plant_2019_12_210_0_32,56809_2019_plant_total_12341,,AS,ferc mwh vs. kwh issue in net gen
f1_gnrt_plant_2019_12_210_0_36,56811_2019_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_gnrt_plant_2019_12_210_1_33,60873_2019_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_steam_2019_12_134_0_3,6021_2019_plant_owned_14354,JER,AS,
f1_gnrt_plant_2019_12_210_0_29,56810_2019_plant_total_12341,,AS,
f1_gnrt_plant_2019_12_210_0_7,56251_2019_plant_total_12341,,AS,ferc mwh vs kwh issue with net gen
f1_steam_2019_12_210_1_4,7145_2019_plant_total_12341,,AS,
f1_steam_2019_12_134_3_3,3648_gt_2019_plant_prime_mover_total_14354,JER,AS,capacity increase in 2014 in EIA doesn't show up in FERC
f1_gnrt_plant_2019_12_210_0_45,57873_2019_plant_total_12341,,AS,ferc mwh vs. kwh issue with net gen
f1_gnrt_plant_2019_12_210_0_11,56252_2019_plant_total_12341,,AS,ferc mwh vs. kwh issue in net gen
